,X,pathway_id,pathway_name,Gene count,gene_symbols
42,hsa04070,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human),89,"PI4KA, PI4KB, PI4K2A, PI4K2B, SACM1L, INPP5F, PIP5K1C, PIP5K1A, PIP5K1B, OCRL, INPP5B, INPP5E, SYNJ1, SYNJ2, PIK3CA, PIK3CD, PIK3CB, PIK3R1, PIK3R2, PIK3R3, P3R3URF-PIK3R3, PTEN, INPP5D, INPPL1, INPP4A, INPP4B, PIKFYVE, MTM1, MTMR1, MTMR2, MTMR3, MTMR4, MTMR8, MTMR6, MTMR7, MTMR14, PIP4K2C, PIP4K2A, PIP4K2B, PIP4P1, PIP4P2, PIK3C3, PIK3C2G, PIK3C2A, PIK3C2B, PLCB1, PLCB2, PLCB3, PLCB4, PLCD1, PLCD3, PLCD4, PLCE1, PLCG1, PLCG2, PLCZ1, IPMK, ITPKB, ITPKA, ITPKC, INPP5A, ITPK1, IPPK, IP6K1, IP6K2, IP6K3, PPIP5K1, PPIP5K2, INPP1, IMPA2, IMPA1, BPNT2, DGKZ, DGKD, DGKI, DGKA, DGKE, DGKB, DGKH, DGKG, DGKQ, DGKK, CDS1, CDS2, CDIPT, ITPR1, ITPR2, ITPR3, PRKCA, PRKCB, PRKCG, CALML3, CALM2, CALM3, CALM1, CALML6, CALML5, CALML4"
43,hsa04072,hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),140,"EGF, PDGFA, PDGFB, PDGFC, PDGFD, KITLG, INS, EGFR, PDGFRA, PDGFRB, KIT, INSR, GRB2, GAB1, GAB2, SHC1, SHC2, SHC3, SHC4, PTPN11, SOS1, SOS2, HRAS, KRAS, NRAS, MRAS, RRAS, RRAS2, RALGDS, RALA, RALB, PIK3CA, PIK3CD, PIK3CB, PIK3R1, PIK3R2, PIK3R3, P3R3URF-PIK3R3, AKT1, AKT2, AKT3, TSC1, TSC2, RHEB, MTOR, RHOA, ARF1, ARF6, PLCG1, PLCG2, IGH, FCER1A, MS4A2, FCER1G, FYN, SYK, PRKCA, PLD1, PLD2, PLA2G4E, PLA2G4A, JMJD7-PLA2G4B, PLA2G4B, PLA2G4C, PLA2G4D, PLA2G4F, AGPAT1, AGPAT2, AGPAT3, AGPAT4, AGPAT5, SPHK1, SPHK2, RAF1, MAP2K1, MAP2K2, MAPK1, MAPK3, PIP5K1C, PIP5K1A, PIP5K1B, DGKZ, DGKD, DGKI, DGKA, DGKE, DGKB, DGKH, DGKG, DGKQ, DGKK, PLPP1, PLPP3, PLPP2, F2, AGT, AVP, CXCL8, AGTR1, F2R, GRM1, GRM2, GRM3, GRM4, GRM5, GRM6, GRM7, GRM8, AVPR1A, AVPR1B, AVPR2, LPAR1, LPAR2, LPAR3, LPAR4, LPAR5, LPAR6, PTGFR, CXCR1, CXCR2, PLCB1, PLCB2, PLCB3, PLCB4, GNA12, PTK2B, GNA13, PIK3CG, PIK3R5, PIK3R6, CYTH3, CYTH4, CYTH2, CYTH1, GNAS, ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, RAPGEF3, RAPGEF4, DNM1, DNM3, DNM2"
44,hsa04071,hsa04071,Sphingolipid signaling pathway - Homo sapiens (human),119,"SPTLC1, SPTLC2, SPTLC3, SPTSSA, SPTSSB, CERS1, CERS2, CERS4, CERS3, CERS6, CERS5, DEGS1, DEGS2, SMPD1, SGMS1, SGMS2, TNF, TNFRSF1A, NSMAF, SMPD2, ASAH1, ASAH2, ACER2, ACER1, TRADD, TRAF2, CTSD, BID, BAX, MAP3K5, MAPK8, MAPK10, MAPK9, MAPK11, MAPK12, MAPK13, MAPK14, PRKCZ, AKT1, AKT2, AKT3, BCL2, PPP2CA, PPP2CB, PPP2R1B, PPP2R1A, PPP2R2A, PPP2R2B, PPP2R2C, PPP2R2D, PPP2R3B, PPP2R3C, PPP2R3A, PPP2R5B, PPP2R5C, PPP2R5D, PPP2R5E, PPP2R5A, TP53, FCER1A, MS4A2, FCER1G, FYN, GAB2, PIK3CA, PIK3CD, PIK3CB, PIK3R1, PIK3R2, PIK3R3, P3R3URF-PIK3R3, PLD1, PLD2, SPHK1, SPHK2, KNG1, ADORA1, ADORA3, BDKRB2, OPRD1, GNAI1, GNAI3, GNAI2, PLCB1, PLCB2, PLCB3, PLCB4, PRKCE, MAPK1, MAPK3, SGPP1, SGPP2, ABCC1, SGPL1, S1PR1, S1PR2, HRAS, KRAS, NRAS, RAF1, MAP2K1, MAP2K2, PDPK1, NOS3, RAC1, RAC2, RAC3, S1PR3, GNAQ, PRKCA, PRKCB, PRKCG, S1PR4, S1PR5, GNA12, GNA13, RHOA, ROCK1, ROCK2, PTEN, NFKB1, RELA"
45,hsa04024,hsa04024,cAMP signaling pathway - Homo sapiens (human),217,"VIP, CRH, CGA, LHB, GPHA2, GPHB5, TSHB, POMC, GCG, GIP, FSHB, NPPA, ADCYAP1, ADRB1, ADRB2, DRD1, DRD5, ADORA2A, HTR4, HTR6, PTGER2, ADCYAP1R1, VIPR2, CRHR1, CRHR2, LHCGR, TSHR, MC2R, GLP1R, GIPR, GPR119, FSHR, NPR1, GNAS, EDN1, EDN2, EDN3, SST, NPY, GHRL, OXT, HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, CHRM1, CHRM2, DRD2, GABBR1, GABBR2, ADORA1, EDNRA, NPY1R, SSTR1, SSTR2, SSTR5, HCAR1, HCAR2, HCAR3, FFAR2, SUCNR1, PTGER3, OXTR, GHSR, GNAI1, GNAI3, GNAI2, ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, ADCY10, CNGA1, CNGA2, CNGA3, CNGA4, CNGB1, CNGB3, CALML3, CALM2, CALM3, CALM1, CALML6, CALML5, CALML4, CAMK2A, CAMK2D, CAMK2B, CAMK2G, CAMK4, BVES, POPDC2, POPDC3, KCNK2, HCN2, HCN4, ABCC4, RAPGEF3, RAPGEF4, RRAS, RRAS2, PLD1, PLD2, PLCE1, MAPK8, MAPK10, MAPK9, RAP1A, RAP1B, TIAM1, VAV3, VAV1, VAV2, RAC1, RAC2, RAC3, PAK1, ARAP3, RHOA, AFDN, PIK3CA, PIK3CD, PIK3CB, PIK3R1, PIK3R2, PIK3R3, P3R3URF-PIK3R3, AKT1, AKT2, AKT3, BRAF, RAF1, MAP2K1, MAP2K2, MAPK1, MAPK3, PRKACA, PRKACB, PRKACG, PPP1R1B, PPP1CA, PPP1CB, PPP1CC, CREB1, CREB3, CREB3L1, CREB3L2, CREB3L3, CREB3L4, CREB5, CREBBP, EP300, BDNF, FOS, JUN, GLI3, GLI1, PTCH1, HHIP, NFKBIA, NFKB1, RELA, SOX9, AMH, PPARA, ACOX3, ACOX1, NFATC1, F2R, BAD, LIPE, ROCK1, ROCK2, PPP1R12A, MYL9, TNNI3, PLN, ATP2A1, ATP2A3, ATP2A2, RYR2, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B, GRIA1, GRIA2, GRIA3, GRIA4, CFTR, ATP1A1, ATP1A2, ATP1A3, ATP1A4, ATP1B4, ATP1B1, ATP1B2, ATP1B3, FXYD2, FXYD1, SLC9A1, ORAI1, ATP2B1, ATP2B3, ATP2B4, ATP2B2, CACNA1C, CACNA1D, CACNA1F, CACNA1S, PDE3A, PDE3B, PDE4A, PDE4B, PDE4C, PDE4D, PDE10A"
46,hsa04022,hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),162,"AGTR1, EDNRA, EDNRB, ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, GNAQ, GNA11, GNA12, GNA13, TRPC6, PPP3CA, PPP3CB, PPP3CC, PPP3R1, PPP3R2, MEF2A, BORCS8-MEF2B, MEF2B, MEF2C, MEF2D, NFATC1, NFATC2, NFATC3, NFATC4, SRF, GATA4, MYH7, MYH6, NPPB, NPPA, NPR1, NPPC, NPR2, PRKG1, PRKG2, CACNA1C, CACNA1D, CACNA1F, CACNA1S, KCNMA1, KCNU1, KCNMB1, KCNMB2, KCNMB3, KCNMB4, SLC8A1, SLC8A2, SLC8A3, ATP1A1, ATP1A2, ATP1A3, ATP1A4, ATP1B4, ATP1B1, ATP1B2, ATP1B3, FXYD2, ATP2B1, ATP2B3, ATP2B4, ATP2B2, RGS2, GTF2I, PLCB1, PLCB2, PLCB3, PLCB4, ITPR1, ITPR2, ITPR3, IRAG1, PLN, ATP2A1, ATP2A3, ATP2A2, RHOA, ROCK1, ROCK2, PPP1R12A, PPP1CA, PPP1CB, PPP1CC, CALML3, CALM2, CALM3, CALM1, CALML6, CALML5, CALML4, MYLK, MYLK2, MYLK3, MYLK4, MYL9, CNGA1, CNGB1, ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, PDE2A, PDE3A, PDE3B, PDE5A, GUCY1A2, GUCY1A1, GUCY1B1, KNG1, BDKRB2, OPRD1, ADORA1, ADORA3, GNAI1, GNAI3, GNAI2, INS, INSR, IRS1, IRS2, IRS4, PIK3CG, PIK3R5, PIK3R6, AKT1, AKT2, AKT3, NOS3, ADRB1, ADRB2, ADRB3, PRKCE, KCNJ8, VDAC1, VDAC2, VDAC3, SLC25A4, SLC25A5, SLC25A6, SLC25A31, PPIF, CREB1, ATF2, ATF4, CREB3, CREB3L1, CREB3L2, CREB3L3, CREB3L4, CREB5, ATF6B, BAD, VASP, RAF1, MAP2K1, MAP2K2, MAPK1, MAPK3"
47,hsa04151,hsa04151,PI3K-Akt signaling pathway - Homo sapiens (human),355,"EGF, TGFA, EREG, AREG, FGF1, FGF2, FGF3, FGF4, FGF17, FGF6, FGF7, FGF8, FGF9, FGF10, FGF16, FGF5, FGF18, FGF20, FGF22, FGF19, FGF21, FGF23, NGF, BDNF, NTF3, NTF4, INS, IGF1, IGF2, PDGFA, PDGFB, PDGFC, PDGFD, CSF1, KITLG, FLT3LG, VEGFA, VEGFB, PGF, VEGFC, VEGFD, HGF, ANGPT1, ANGPT2, ANGPT4, EFNA1, EFNA2, EFNA3, EFNA4, EFNA5, EFNA4-EFNA3, GDNF, NRTN, ARTN, PSPN, EGFR, ERBB2, ERBB3, ERBB4, FGFR1, FGFR2, FGFR3, FGFR4, NGFR, NTRK1, NTRK2, INSR, IGF1R, PDGFRA, PDGFRB, CSF1R, KIT, FLT3, FLT1, FLT4, KDR, MET, TEK, EPHA2, RET, GRB2, SOS1, SOS2, HRAS, KRAS, NRAS, RAF1, MAP2K1, MAP2K2, MAPK1, MAPK3, IRS1, TLR2, TLR4, RAC1, IGH, SYK, CD19, PIK3AP1, GH1, GH2, CSH1, CSH2, CSHL1, PRL, OSM, IL2, IL3, IL6, IL4, IL7, IFNA1, IFNA2, IFNA4, IFNA5, IFNA6, IFNA7, IFNA8, IFNA10, IFNA13, IFNA14, IFNA16, IFNA17, IFNA21, IFNB1, EPO, CSF3, GHR, PRLR, OSMR, IL2RA, IL2RB, IL2RG, IL3RA, IL6R, IL4R, IL7R, IFNAR1, IFNAR2, EPOR, CSF3R, JAK1, JAK2, JAK3, COL1A1, COL1A2, COL2A1, COL4A2, COL4A4, COL4A6, COL4A1, COL4A5, COL4A3, COL6A1, COL6A2, COL6A3, COL6A6, COL6A5, COL9A1, COL9A2, COL9A3, LAMA1, LAMA2, LAMA3, LAMA5, LAMA4, LAMB1, LAMB2, LAMB3, LAMB4, LAMC1, LAMC2, LAMC3, CHAD, RELN, THBS1, COMP, THBS2, THBS3, THBS4, FN1, SPP1, VTN, TNC, TNN, TNR, TNXB, VWF, IBSP, ITGA1, ITGA2, ITGA2B, ITGA3, ITGA4, ITGA5, ITGA6, ITGA7, ITGA8, ITGA9, ITGA10, ITGA11, ITGAV, ITGB1, ITGB3, ITGB4, ITGB5, ITGB6, ITGB7, ITGB8, PTK2, PIK3CA, PIK3CD, PIK3CB, PIK3R1, PIK3R2, PIK3R3, P3R3URF-PIK3R3, F2R, CHRM1, CHRM2, LPAR1, LPAR2, LPAR3, LPAR4, LPAR5, LPAR6, GNB1, GNB2, GNB3, GNB4, GNB5, GNG2, GNG3, GNG4, GNG5, GNG7, GNG8, GNG10, GNG11, GNG12, GNG13, GNGT1, GNGT2, PIK3CG, PIK3R5, PIK3R6, PDPK1, STK11, PRKAA1, PRKAA2, DDIT4, TSC1, TSC2, RHEB, MLST8, MTOR, RPTOR, EIF4EBP1, EIF4E, EIF4E2, EIF4E1B, RPS6KB1, RPS6KB2, EIF4B, RPS6, PRKCA, PKN1, PKN2, PKN3, SGK1, SGK2, SGK3, C8orf44-SGK3, AKT1, AKT2, AKT3, MAGI1, MAGI2, PTEN, THEM4, PPP2CA, PPP2CB, PPP2R1B, PPP2R1A, PPP2R2A, PPP2R2B, PPP2R2C, PPP2R2D, PPP2R3B, PPP2R3C, PPP2R3A, PPP2R5B, PPP2R5C, PPP2R5D, PPP2R5E, PPP2R5A, HSP90AA1, HSP90AB1, HSP90B1, CDC37, CRTC2, PHLPP1, PHLPP2, TCL1A, TCL1B, MTCP1, NOS3, BRCA1, GSK3B, GYS2, GYS1, PCK1, PCK2, G6PC1, G6PC2, G6PC3, MYC, CCND1, CDKN1A, CDKN1B, CDK2, CDK4, CDK6, CCND2, CCND3, CCNE1, CCNE2, FOXO3, RBL2, FASLG, BCL2L11, YWHAZ, YWHAB, YWHAQ, YWHAE, YWHAH, YWHAG, BAD, BCL2L1, BCL2, CASP9, CREB1, ATF2, ATF4, CREB3, CREB3L1, CREB3L2, CREB3L3, CREB3L4, CREB5, ATF6B, MCL1, RXRA, NR4A1, IKBKG, CHUK, IKBKB, RELA, NFKB1, MYB, MDM2, TP53"
48,hsa04152,hsa04152,AMPK signaling pathway - Homo sapiens (human),120,"MAP3K7, STK11, CAB39, CAB39L, STRADA, STRADB, LEP, LEPR, CAMKK2, ADRA1A, ADIPOQ, ADIPOR1, ADIPOR2, PRKAA1, PRKAA2, PRKAB1, PRKAB2, PRKAG1, PRKAG3, PRKAG2, PFKFB1, PFKFB2, PFKFB3, PFKFB4, FBP1, FBP2, PFKM, PFKP, PFKL, HNF4A, G6PC1, G6PC2, G6PC3, PCK1, PCK2, CRTC2, CREB1, CREB3, CREB3L1, CREB3L2, CREB3L3, CREB3L4, CREB5, PPARGC1A, ELAVL1, CCND1, CCNA2, CCNA1, EEF2K, EEF2, FOXO1, FOXO3, SIRT1, SLC2A4, GYS2, GYS1, LIPE, HMGCR, SREBF1, FASN, ACACA, SCD, SCD5, ACACB, MLYCD, CPT1A, CPT1B, CPT1C, CIDEA, PPP2CA, PPP2CB, PPP2R1B, PPP2R1A, PPP2R2A, PPP2R2B, PPP2R2C, PPP2R2D, PPP2R3B, PPP2R3C, PPP2R3A, PPP2R5B, PPP2R5C, PPP2R5D, PPP2R5E, PPP2R5A, TBC1D1, RAB2A, RAB8A, RAB10, RAB11B, RAB14, CFTR, CD36, IGF1, IGF1R, INS, INSR, IRS1, IRS2, IRS4, PIK3CA, PIK3CD, PIK3CB, PIK3R1, PIK3R2, PIK3R3, P3R3URF-PIK3R3, PDPK1, AKT1, AKT2, AKT3, TSC2, TSC1, RHEB, MTOR, RPTOR, AKT1S1, RPS6KB1, RPS6KB2, EIF4EBP1, PPARG, ULK1"
49,hsa04150,hsa04150,mTOR signaling pathway - Homo sapiens (human),154,"SLC7A5, SLC3A2, SLC38A9, ATP6V1A, ATP6V1B1, ATP6V1B2, ATP6V1C2, ATP6V1C1, ATP6V1D, ATP6V1E2, ATP6V1E1, ATP6V1F, ATP6V1FP2, ATP6V1G1, ATP6V1G3, ATP6V1G2, ATP6V1H, LAMTOR1, LAMTOR2, LAMTOR3, LAMTOR4, LAMTOR5, FLCN, FNIP1, FNIP2, RRAGA, RRAGB, RRAGC, RRAGD, SESN2, CASTOR1, CASTOR2, MIOS, SEH1L, WDR24, WDR59, SEC13, DEPDC5, NPRL2, NPRL3, SKP2, RNF152, RPTOR, AKT1S1, MTOR, DEPTOR, MLST8, TELO2, TTI1, CLIP1, GRB10, LPIN1, LPIN3, LPIN2, ULK1, ULK2, EIF4EBP1, EIF4E, EIF4E2, EIF4E1B, RPS6KB1, RPS6KB2, EIF4B, RPS6, STRADA, STRADB, STK11, CAB39, CAB39L, PRKAA1, PRKAA2, TSC1, TSC2, TBC1D7, TBC1D7-LOC100130357, RHEB, DDIT4, WNT1, WNT2, WNT2B, WNT3, WNT3A, WNT4, WNT5A, WNT5B, WNT6, WNT7A, WNT7B, WNT8A, WNT8B, WNT9A, WNT9B, WNT10B, WNT10A, WNT11, WNT16, FZD1, FZD7, FZD2, FZD3, FZD4, FZD5, FZD8, FZD6, FZD10, FZD9, LRP5, LRP6, DVL3, DVL2, DVL1, GSK3B, TNF, TNFRSF1A, IKBKB, INS, IGF1, INSR, IGF1R, GRB2, SOS1, SOS2, HRAS, KRAS, NRAS, BRAF, RAF1, MAP2K1, MAP2K2, MAPK1, MAPK3, RPS6KA3, RPS6KA1, RPS6KA2, RPS6KA6, IRS1, PIK3R1, PIK3R2, PIK3R3, P3R3URF-PIK3R3, PIK3CA, PIK3CD, PIK3CB, PTEN, PDPK1, AKT1, AKT2, AKT3, CHUK, MAPKAP1, RICTOR, PRR5, PRR5L, RHOA, PRKCA, PRKCB, PRKCG, SGK1"
50,hsa04080,hsa04080,Neuroactive ligand-receptor interaction - Homo sapiens (human),339,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, DRD1, DRD2, DRD3, DRD4, DRD5, HRH1, HRH2, HRH3, HRH4, HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR4, HTR5A, HTR6, HTR7, TAAR9, TAAR6, TAAR1, TAAR8, TAAR5, TAAR2, AGT, AGTR1, AGTR2, APLN, APELA, APLNR, NMB, GRP, NMBR, GRPR, BRS3, KNG1, BDKRB1, BDKRB2, C3, C3AR1, C5, C5AR1, VGF, FPR1, FPR3, FPR2, CCK, CCKAR, CCKBR, EDN1, EDN2, EDN3, EDNRA, EDNRB, GAL, GALP, SPX, GALR1, GALR2, GALR3, GHRL, GHSR, KISS1, KISS1R, POMC, MC1R, MC2R, MC3R, MC4R, MC5R, MLN, MLNR, NMU, NMS, NMUR1, NMUR2, NPFF, NPVF, NPFFR1, NPFFR2, NPS, NPSR1, NPY, PYY, PPY, NPY1R, NPY2R, NPY4R, NPY4R2, NPY5R, GPR83, NPW, NPB, NPBWR1, NPBWR2, NTS, NTSR1, NTSR2, PENK, PDYN, PNOC, OPRD1, OPRK1, OPRM1, OPRL1, QRFP, QRFPR, HCRT, HCRTR1, HCRTR2, OXT, OXTR, SST, CORT, SSTR1, SSTR2, SSTR3, SSTR4, SSTR5, TAC1, TAC4, TACR1, TACR2, TAC3, TACR3, UTS2, UTS2B, UTS2R, AVP, AVPR1A, AVPR1B, AVPR2, F2, CTSG, GZMA, PLG, PRSS3, PRSS2, PRSS1, F2R, F2RL1, F2RL2, F2RL3, PRLH, PRLHR, PMCH, MCHR1, MCHR2, FSHB, CGA, FSHR, LHB, LHCGR, TSHB, GPHA2, GPHB5, TSHR, PTGDR, PTGER1, PTGER2, PTGER3, PTGER4, PTGFR, PTGIR, TBXA2R, ADORA1, ADORA2A, ADORA2B, ADORA3, P2RY2, P2RY1, P2RY4, P2RY6, LPAR6, P2RY10, P2RY14, P2RY8, P2RY11, P2RY13, GPR35, CNR1, CNR2, PTAFR, GNRH1, GNRH2, GNRHR, TRH, TRHR, MTNR1A, MTNR1B, GPR50, LPAR1, LPAR2, LPAR3, LPAR4, S1PR1, S1PR2, S1PR3, S1PR4, S1PR5, LTB4R, LTB4R2, MAS1, RLN1, RLN2, RLN3, INSL3, INSL5, RXFP1, RXFP2, RXFP3, RXFP4, CYSLTR1, CYSLTR2, CALCA, CALCB, ADM, ADM2, IAPP, CALCR, CALCRL, CRH, UCN, UCN3, UCN2, CRHR1, CRHR2, GIP, GIPR, GCG, GCGR, GLP1R, GLP2R, GHRH, GHRHR, PTH, PTH2, PTH1R, PTH2R, ADCYAP1, ADCYAP1R1, SCT, SCTR, VIP, VIPR1, VIPR2, GRM1, GRM2, GRM3, GRM4, GRM5, GRM6, GRM7, GRM8, GABBR1, GABBR2, GPR156, PAQR6, PAQR9, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB3, GABRB2, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRR1, GABRR2, GABRR3, GABRQ, SLURP1, SLURP2, LYPD6, LYPD6B, LYNX1, PATE4, PATE1, PATE3, PATE2, CHRNA1, CHRNA2, CHRNA3, CHRNA4, CHRNA5, CHRNA6, CHRNA7, CHRFAM7A, CHRNA9, CHRNA10, CHRNB1, CHRNB2, CHRNB3, CHRNB4, CHRND, CHRNE, CHRNG, P2RX1, P2RX2, P2RX3, P2RX4, P2RX5, P2RX7, P2RX6, GRIA1, GRIA2, GRIA3, GRIA4, GRIK1, GRIK2, GRIK3, GRIK4, GRIK5, GRID1, GRID2, GLRA1, GLRA2, GLRA3, GLRB, TRPV1, TSPO, NR3C1, GH1, GH2, CSH1, CSH2, CSHL1, GHR, THRA, THRB, LEP, LEPR, PRL, PRLR, PGRMC2, PGRMC1, TMEM97"
51,hsa04060,hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),290,"CCL1, CCL25, CCL19, CCL21, CCL3, CCL3L1, CCL3L3, CCL4, CCL4L2, CCL4L1, CCL17, CCL22, CCL5, CCL8, CCL14, CCL16, CCL15, CCL23, CCL13, CCL7, CCL2, CCL11, CCL24, CCL26, CCL27, CCL28, CCL18, CCL20, CXCL1, CXCL2, CXCL3, CXCL5, CXCL6, CXCL8, PPBP, PF4, PF4V1, CXCL9, CXCL10, CXCL11, CXCL13, CXCL12, CXCL16, CXCL14, CXCL17, XCL1, XCL2, CX3CL1, IL2, IL4, IL7, IL9, IL15, IL21, TSLP, IL3, IL5, CSF2, IL13, EPO, GH1, GH2, CSH1, CSH2, CSHL1, PRL, THPO, CSF3, LEP, IL6, IL11, IL12A, IL12B, IL23A, IL27, EBI3, IL31, CLCF1, CNTF, CTF1, LIF, OSM, IL10, IL19, IL20, IL24, IL22, IL26, IFNL2, IFNL3, IFNL1, IFNA1, IFNA2, IFNA4, IFNA5, IFNA6, IFNA7, IFNA8, IFNA10, IFNA13, IFNA14, IFNA16, IFNA17, IFNA21, IFNB1, IFNW1, IFNK, IFNE, IFNG, IL1A, IL1B, IL1RN, IL36RN, IL36A, IL36B, IL36G, IL1F10, IL37, IL18, IL33, IL17A, IL17F, IL17B, IL17C, IL17D, IL25, IL16, IL32, IL34, CSF1, TNF, LTA, LTB, TNFSF14, FASLG, TNFSF15, TNFSF10, EDA, NGF, TNFSF11, TNFSF12, CD70, TNFSF8, CD40LG, TNFSF9, TNFSF4, TNFSF18, TNFSF13, TNFSF13B, TGFB1, TGFB2, TGFB3, GDF15, GDF2, BMP10, INHA, BMP3, GDF10, GDF11, MSTN, INHBA, INHBB, GDF1, GDF3, NODAL, GDF9, INHBC, INHBE, AMH, BMP2, BMP4, GDF5, GDF6, GDF7, BMP15, BMP5, BMP6, BMP7, BMP8B, BMP8A, CCR8, CCR9, ACKR4, CCR7, CCR4, CCR5, CCR3, CCR2, CCR1, CCR10, CCR6, CXCR1, CXCR2, CXCR3, CXCR5, CXCR4, ACKR3, CXCR6, XCR1, CX3CR1, IL2RA, IL2RB, IL2RG, IL4R, IL7R, IL9R, IL15RA, IL21R, CRLF2, IL3RA, CSF2RB, IL5RA, CSF2RA, IL13RA1, IL13RA2, EPOR, GHR, PRLR, MPL, CSF3R, LEPR, IL6R, IL6ST, IL11RA, IL12RB1, IL12RB2, IL23R, IL27RA, IL31RA, CNTFR, LIFR, OSMR, IL10RA, IL10RB, IL20RA, IL20RB, IL22RA1, IFNLR1, IFNAR1, IFNAR2, IFNGR1, IFNGR2, IL1R1, IL1RAP, IL1R2, IL1RL2, IL18R1, IL18RAP, IL1RL1, IL17RA, IL17RC, IL17RB, IL17RE, CD4, CSF1R, TNFRSF1A, TNFRSF1B, LTBR, TNFRSF14, TNFRSF6B, FAS, TNFRSF25, TNFRSF10A, TNFRSF10B, TNFRSF10C, TNFRSF10D, TNFRSF21, EDAR, EDA2R, NGFR, TNFRSF11B, TNFRSF11A, TNFRSF12A, CD27, TNFRSF8, CD40, TNFRSF9, TNFRSF4, TNFRSF18, TNFRSF17, TNFRSF13B, TNFRSF13C, TNFRSF19, RELT, RELL2, RELL1, TGFBR1, TGFBR2, ACVRL1, ACVR2A, BMPR2, ACVR2B, ACVR1B, ACVR1C, ACVR1, AMHR2, BMPR1A, BMPR1B"
52,hsa04061,hsa04061,Viral protein interaction with cytokine and cytokine receptor - Homo sapiens (human),96,"CCL5, CCL3, CCL3L1, CCL3L3, CCL8, CCL14, CCL16, CCL15, CCL23, CCL13, CCL7, CCL2, CCL27, CCL11, CCL24, CCL26, CCL28, CCL17, CCL22, CCL4, CCL4L2, CCL4L1, CCL20, CCL1, CCL25, CCL18, CCL19, CCL21, CXCL1, CXCL2, CXCL3, CXCL5, CXCL6, CXCL8, PPBP, PF4, PF4V1, CXCL9, CXCL10, CXCL11, CXCL13, CXCL12, CXCL14, XCL1, XCL2, CX3CL1, IL10, IL6, IL2, IL18, IL37, IL19, IL20, IL24, TNF, LTA, TNFSF14, TNFSF10, IL34, CSF1, CCR1, CCR2, CCR3, CCR4, CCR5, CCR6, CCR8, CCR9, ACKR4, CCR10, CCR7, CXCR1, CXCR2, CXCR3, CXCR5, CXCR4, ACKR3, XCR1, CX3CR1, IL10RA, IL10RB, IL6R, IL6ST, IL2RA, IL2RB, IL2RG, IL18R1, IL18RAP, IL20RA, IL20RB, IL22RA1, TNFRSF1A, TNFRSF1B, LTBR, TNFRSF14, TNFRSF10A, TNFRSF10B, TNFRSF10C, TNFRSF10D, CSF1R"
53,hsa04512,hsa04512,ECM-receptor interaction - Homo sapiens (human),85,"COL1A1, COL1A2, COL2A1, COL4A2, COL4A4, COL4A6, COL4A1, COL4A5, COL4A3, COL6A1, COL6A2, COL6A3, COL6A6, COL6A5, COL9A1, COL9A2, COL9A3, LAMA1, LAMA2, LAMA3, LAMA5, LAMA4, LAMB1, LAMB2, LAMB3, LAMB4, LAMC1, LAMC2, LAMC3, CHAD, RELN, THBS1, COMP, THBS2, THBS3, THBS4, FN1, SPP1, VTN, TNC, TNN, TNR, TNXB, NPNT, FRAS1, FREM2, FREM1, DSPP, VWF, IBSP, DMP1, MEPE, AGRN, HSPG2, ITGA1, ITGA2, ITGA2B, ITGA3, ITGA4, ITGA5, ITGA6, ITGA7, ITGA8, ITGA9, ITGA10, ITGA11, ITGAV, ITGB1, ITGB3, ITGB4, ITGB5, ITGB6, ITGB7, ITGB8, CD44, SDC1, SDC4, SV2C, SV2B, SV2A, CD36, GP5, GP1BA, GP1BB, GP9, GP6, DAG1, CD47, HMMR"
